Country,Fulfill Via,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Product Group,Sub Classification,Vendor,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Weight_new,Freight_cost_new,Shipping_cost
South Africa,Direct Drop,DDP,Air,2009-03-17,2008-11-28,ARV,Adult,S. BUYS WHOLESALER,Efavirenz,Generic,600mg,Tablet,3.4657359027997265,8.85395110151461,11.635603168836669,2.8986705607108596,0.9321640810304452,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,5.40976929184218,Weight Captured Separately,Freight Included in Commodity Cost,26.360544342150455
South Africa,Direct Drop,DDP,Air,2009-03-17,2008-11-28,ARV,Adult,S. BUYS WHOLESALER,Nevirapine,Generic,200mg,Tablet,4.127134385045092,6.892641641172089,8.492424975968042,1.9401794743463283,0.7323678937132266,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,2.4475508632442313,Weight Captured Separately,Freight Included in Commodity Cost,20.25514772068388
South Africa,Direct Drop,DDP,Air,2009-03-24,2008-12-01,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Generic,30mg,Capsule,4.127134385045092,7.190676034332207,8.114025442356757,1.5085119938441398,0.712949807856125,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,2.1447610078004784,Weight Captured Separately,Freight Included in Commodity Cost,19.573958331628845
South Africa,Direct Drop,DDP,Air,2009-03-31,2008-12-02,ARV,Adult,S. BUYS WHOLESALER,Nevirapine,Viramune,200mg,Tablet,4.127134385045092,7.966239776559467,10.710293720990029,2.865623588206971,0.8153648132841944,"Boehringer Ing., Koropi, GR",No,8.139277481362894,9.315171881471608,4.497918995241116,Weight Captured Separately,Freight Included in Commodity Cost,24.52338459770275
South Africa,Direct Drop,DDP,Air,2009-06-16,2009-01-28,ARV,Adult,S. BUYS WHOLESALER,Zidovudine,Generic,300mg,Tablet,4.127134385045092,8.82497196556714,11.322031267871516,2.649714624089247,0.7884573603642703,"Aurobindo Unit III, India",Yes,8.139277481362894,9.315171881471608,5.099500507224884,Weight Captured Separately,Freight Included in Commodity Cost,25.736703656568007
South Africa,Direct Drop,DDP,Air,2009-07-07,2009-02-02,ARV,Adult,S. BUYS WHOLESALER,Efavirenz,Generic,600mg,Tablet,3.4657359027997265,8.13622555490846,10.81601641745321,2.808800104202353,0.9122827104766164,"Cipla, Goa, India",Yes,8.139277481362894,9.315171881471608,4.601463324056765,Weight Captured Separately,Freight Included in Commodity Cost,24.732651622981585
South Africa,Direct Drop,DDP,Air,2009-04-07,2008-12-03,ARV,Adult,S. BUYS WHOLESALER,Zidovudine,Retrovir,300mg,Tablet,4.127134385045092,8.517593111437565,11.046945728996073,2.6775909936175015,0.7929925155296614,GSK Aranda,No,8.139277481362894,9.315171881471608,4.82823373410213,Weight Captured Separately,Freight Included in Commodity Cost,25.190351344569812
South Africa,Direct Drop,DDP,Air,2009-05-05,2008-12-23,ARV,Adult,S. BUYS WHOLESALER,Efavirenz,Generic,600mg,Tablet,3.4657359027997265,8.735042754269337,11.538706753031033,2.9183111265854063,0.9360933591703348,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,5.3137477042033945,Weight Captured Separately,Freight Included in Commodity Cost,26.167626338706036
South Africa,Direct Drop,DDP,Air,2009-05-05,2008-12-23,ARV,Pediatric,S. BUYS WHOLESALER,Efavirenz,Stocrin/Sustiva,50mg,Capsule,3.4657359027997265,8.007034012193408,8.918917979908679,1.501852701754163,0.7323678937132266,"MSD Midrand, J'burg, SA",No,8.139277481362894,9.315171881471608,2.8118094353930627,Weight Captured Separately,Freight Included in Commodity Cost,21.04589929677335
South Africa,Direct Drop,DDP,Air,2009-05-26,2009-01-22,ARV,Pediatric,S. BUYS WHOLESALER,Efavirenz,Generic,50mg,Capsule,3.4657359027997265,6.218600119691729,7.3343293503005365,1.6213664832993744,0.7419373447293773,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,1.6094379124341003,Weight Captured Separately,Freight Included in Commodity Cost,18.258939144206245
South Africa,Direct Drop,DDP,Air,2009-03-31,2008-11-21,ARV,Adult,S. BUYS WHOLESALER,Efavirenz,Generic,600mg,Tablet,3.4657359027997265,7.091742115095153,9.584246011176582,2.6468837658647226,0.8754687373538999,"Cipla, Goa, India",No,8.139277481362894,9.315171881471608,3.4170707308184456,Weight Captured Separately,Freight Included in Commodity Cost,22.316488623466633
South Africa,Direct Drop,DDP,Air,2009-03-31,2008-11-21,ARV,Adult,S. BUYS WHOLESALER,Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,3.4657359027997265,6.218600119691729,9.085003880664885,2.97756830292632,0.9516578757114463,"Aspen-OSD, Port Elizabeth, SA",No,8.139277481362894,9.315171881471608,2.9595868269176377,Weight Captured Separately,Freight Included in Commodity Cost,21.359762589054128
South Africa,Direct Drop,DDP,Air,2009-03-31,2008-11-21,ARV,Adult,S. BUYS WHOLESALER,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,3.4657359027997265,4.406719247264253,7.757051142032013,3.4404180948154366,1.0885619528146082,"Aspen-OSD, Port Elizabeth, SA",No,8.139277481362894,9.315171881471608,1.884034745337226,Weight Captured Separately,Freight Included in Commodity Cost,18.956257768840846
South Africa,Direct Drop,DDP,Air,2009-04-01,2008-11-26,ARV,Adult,S. BUYS WHOLESALER,Zidovudine,Retrovir,300mg,Tablet,4.127134385045092,6.218600119691729,8.788288460263619,2.715356776284648,0.7975071958841882,GSK Aranda,Yes,8.139277481362894,7.328699957938688,2.6979998652487085,Weight Captured Separately,Normal Measurement,18.814988283451015
South Africa,Direct Drop,DDP,Air,2009-04-03,2009-02-11,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Zerit,20mg,Capsule,4.127134385045092,5.71042701737487,7.074116816197362,1.780024213009634,0.7275486072772777,"BMS Meymac, France",Yes,8.139277481362894,9.315171881471608,1.4609379041156565,Weight Captured Separately,Freight Included in Commodity Cost,17.850226601784627
South Africa,Direct Drop,DDP,Air,2009-03-30,2009-01-21,ARV,Pediatric,S. BUYS WHOLESALER,Efavirenz,Stocrin/Sustiva,50mg,Capsule,3.4657359027997265,4.406719247264253,5.251225759014186,1.4724720573609429,0.7323678937132266,"MSD Midrand, J'burg, SA",No,8.139277481362894,9.315171881471608,0.8628899551470398,Weight Captured Separately,Freight Included in Commodity Cost,15.429287595632834
South Africa,Direct Drop,DDP,Air,2009-03-30,2009-01-21,ARV,Adult,S. BUYS WHOLESALER,Saquinavir,Invirase,200mg,Capsule,5.605802066295998,3.4011973816621555,7.365762235043689,4.067144642295446,0.7929925155296614,Roche Basel,No,8.139277481362894,9.315171881471608,1.6272778305624314,Weight Captured Separately,Freight Included in Commodity Cost,18.308211947077726
South Africa,Direct Drop,DDP,Air,2009-03-30,2009-01-21,ARV,Pediatric,S. BUYS WHOLESALER,Efavirenz,Stocrin/Sustiva,200mg,Capsule,4.5217885770490405,3.4657359027997265,6.7232312986329825,3.3894621254437345,0.8372475245337022,"MSD Midrand, J'burg, SA",No,8.139277481362894,9.315171881471608,1.2892326482767593,Weight Captured Separately,Freight Included in Commodity Cost,17.32763582838135
South Africa,Direct Drop,DDP,Air,2009-06-25,2009-06-25,ARV,Pediatric,S. BUYS WHOLESALER,Lamivudine,Generic,10mg/ml,Oral solution,5.488937726156687,4.700480365792417,6.417059026511312,2.0347056478384444,0.7030975114131134,"Aurobindo Unit III, India",Yes,8.139277481362894,9.315171881471608,1.1631508098056809,Weight Captured Separately,Freight Included in Commodity Cost,16.895381717788602
South Africa,Direct Drop,DDP,Air,2009-06-25,2009-04-15,ARV,Adult,S. BUYS WHOLESALER,Lamivudine,Generic,150mg,Tablet,4.127134385045092,9.171807422259398,11.128902815370399,2.206074192613202,0.7514160886839212,"Aurobindo Unit III, India",Yes,8.139277481362894,9.315171881471608,4.90889783685834,Weight Captured Separately,Freight Included in Commodity Cost,25.35297253370035
South Africa,Direct Drop,DDP,Truck,2009-04-21,2009-04-17,ARV,Adult,S. BUYS WHOLESALER,Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,3.4657359027997265,5.529429087511423,8.57866451350434,3.1467351470905185,0.9969486348916096,"Aspen-OSD, Port Elizabeth, SA",Yes,8.139277481362894,9.315171881471608,2.519308076505333,Weight Captured Separately,Freight Included in Commodity Cost,20.41314447148128
South Africa,Direct Drop,DDP,Truck,2009-05-15,2009-05-15,ARV,Pediatric,S. BUYS WHOLESALER,Efavirenz,Stocrin/Sustiva,200mg,Capsule,4.5217885770490405,4.624972813284271,8.07775756373692,3.5322256440685598,0.8586616190375187,"MSD Midrand, J'burg, SA",Yes,8.139277481362894,9.315171881471608,2.1174596088673567,Weight Captured Separately,Freight Included in Commodity Cost,19.510389054075887
South Africa,Direct Drop,DDP,Truck,2009-05-15,2009-04-21,ARV,Adult,S. BUYS WHOLESALER,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,4.804021044733257,5.996452088619021,9.575122364808813,3.6375861597263857,0.8329091229351039,ABBVIE Ludwigshafen Germany,Yes,8.139277481362894,9.315171881471608,3.4085039568445934,Weight Captured Separately,Freight Included in Commodity Cost,22.298798203125013
Rwanda,Direct Drop,CIP,Air,2009-08-12,2009-08-12,ARV,Adult,HETERO LABS LIMITED,Efavirenz,Generic,600mg,Tablet,3.4657359027997265,10.241244677620216,12.184232475853637,2.194999882314108,0.8020015854720274,Hetero Unit III Hyderabad IN,Yes,7.727535110475448,9.853528105021292,5.95461901098716,Normal Measurement,Normal Measurement,27.99237959186209
Nigeria,Direct Drop,EXW,Air,2009-09-03,2009-09-03,ACT,ACT,MISSIONPHARMA A/S,Artemether/Lumefantrine,Coartem,20/120mg,Tablet - FDC + blister,6.295266001439646,7.601901959875166,11.162260993328179,3.6165775423585313,0.7275486072772777,"Novartis Pharma Suffern, USA",Yes,7.132497551660044,9.75103950573959,4.941785269549052,Normal Measurement,Normal Measurement,25.855085768616817
Côte d'Ivoire,Direct Drop,EXW,Air,2009-06-10,2009-06-09,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"HIV, Genie II HIV-1/HIV-2 Kit",Genie,150mg,Test kit,3.7376696182833684,6.169610732491456,10.865936416391367,4.718498871295094,1.55814461804655,Bio-Rad Laboratories,Yes,6.284134161070802,9.15625581722235,4.6504303173929555,Normal Measurement,Normal Measurement,24.672622551006672
Namibia,Direct Drop,EXW,Air,2009-05-27,2009-05-27,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,80mg/ml,Test kit,3.091042453358316,8.819073983267831,12.284523317356127,3.5263605246161616,1.2809338454620642,"Trinity Biotech, Plc",Yes,7.724446645633537,9.778253640411377,6.0544158718154435,Normal Measurement,Normal Measurement,28.117192829582947
Tanzania,Direct Drop,FCA,Air,2009-07-30,2009-07-30,ARV,Adult,Hoffmann-La Roche ltd Basel,Saquinavir,Invirase,200mg,Capsule,5.605802066295998,6.71174039505618,11.199257053424718,4.512067567725767,0.8458682675776092,Roche Basel,Yes,6.054439346269371,8.105576199213212,4.9783186926197125,Normal Measurement,Normal Measurement,24.283151945257643
South Africa,Direct Drop,DDP,Truck,2009-10-12,2009-07-21,ARV,Adult,S. BUYS WHOLESALER,Abacavir,Ziagen,300mg,Tablet - blister,4.127134385045092,3.4657359027997265,6.988228663132014,3.6391638618680036,0.9555114450274363,GSK Ware (UK),No,8.139277481362894,9.315171881471608,1.415853163361435,Weight Captured Separately,Freight Included in Commodity Cost,17.71925370796506
South Africa,Direct Drop,DDP,Truck,2009-10-12,2009-07-28,ARV,Adult,S. BUYS WHOLESALER,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,4.804021044733257,5.308267697401205,9.035748861244139,3.783734985126615,0.8544153281560676,ABBVIE Ludwigshafen Germany,No,8.139277481362894,9.315171881471608,2.9156062290747062,Weight Captured Separately,Freight Included in Commodity Cost,21.266526971790455
Côte d'Ivoire,Direct Drop,CIP,Air,2009-09-15,2009-09-15,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,5.71042701737487,3.091042453358316,6.714170529909472,3.763522997109702,0.7608058290337602,ABBVIE (Abbott) Logis. UK,Yes,8.139277481362894,9.315171881471608,1.2837077723447896,Weight Captured Separately,Freight Included in Commodity Cost,17.31305018372587
Vietnam,Direct Drop,CIP,Air,2006-09-15,2006-09-15,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Kaletra,133.3/33.3mg,Capsule,5.204006687076795,5.298317366548036,10.485824952682767,5.208502062225673,1.0986122886681098,ABBVIE (Abbott) St. P'burg USA,Yes,5.968707559985366,8.894006392595628,0.7419373447293773,Normal Measurement,Normal Measurement,20.121768690007773
Nigeria,Direct Drop,EXW,Air,2006-09-28,2006-09-28,ARV,Pediatric,Aurobindo Pharma Limited,Nevirapine,Generic,10mg/ml,Oral suspension,5.488937726156687,6.035481432524756,7.856009686061685,2.1041341542702074,0.7080357930536959,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,0.7419373447293773,See ASN/DN Tag,See ASN/DN Tag,17.913118912262668
Côte d'Ivoire,Direct Drop,EXW,Air,2006-09-06,2006-09-06,ARV,Adult,Aurobindo Pharma Limited,Lamivudine,Generic,150mg,Tablet,4.127134385045092,9.722265391185474,11.095891444311984,1.7833912195575383,0.7275486072772777,"Aurobindo Unit III, India",Yes,7.313220387090301,9.91635836709739,0.7419373447293773,Normal Measurement,Normal Measurement,21.75418715613875
Côte d'Ivoire,Direct Drop,EXW,Air,2006-09-06,2006-09-06,ARV,Adult,Aurobindo Pharma Limited,Stavudine,Generic,30mg,Capsule,4.127134385045092,9.140239744296693,10.287495765801754,1.6389967146756448,0.7178397931503168,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,0.7419373447293773,See ASN/DN Tag,See ASN/DN Tag,20.34460499200274
Uganda,Direct Drop,EXW,Air,2006-12-22,2006-12-22,ARV,Adult,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Lamivudine,Generic,150mg,Tablet,4.127134385045092,8.756367559802975,9.965106973493425,1.6770965609079151,0.7227059828014898,"Ranbaxy, Paonta Shahib, India",Yes,5.916202062607435,7.873022824272336,0.7419373447293773,Normal Measurement,Normal Measurement,18.580067142495135
Zambia,Direct Drop,EXW,Air,2006-12-20,2006-12-20,ARV,Adult,Aurobindo Pharma Limited,Nevirapine,Generic,200mg,Tablet,4.127134385045092,10.414363175052161,11.698027569123608,1.7245507195346048,0.7227059828014898,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,0.7419373447293773,See ASN/DN Tag,See ASN/DN Tag,21.755136795324592
Vietnam,Direct Drop,EXW,Air,2007-03-14,2007-03-14,ARV,Adult,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Lamivudine,Generic,150mg,Tablet,4.127134385045092,11.496816408037043,12.705762496083766,1.6770965609079151,0.7227059828014898,"Ranbaxy, Paonta Shahib, India",Yes,8.366835309827675,10.237286934547594,0.7419373447293773,Normal Measurement,Normal Measurement,23.684986775360738
Vietnam,Direct Drop,EXW,Air,2007-03-14,2007-05-16,ARV,Pediatric,Aurobindo Pharma Limited,Didanosine,Generic,100mg,Chewable/dispersible tablet,4.127134385045092,7.43955930913332,9.78987082574916,2.5257286443082556,0.7793248768009977,"Aurobindo Unit III, India",Yes,5.8805329864007,9.614744917887027,0.7419373447293773,Normal Measurement,Normal Measurement,20.14655308836556
Vietnam,Direct Drop,EXW,Air,2007-03-14,2007-03-14,ARV,Adult,Aurobindo Pharma Limited,Abacavir,Generic,300mg,Tablet,4.127134385045092,6.553933404025811,10.336470546681031,3.829727762701316,1.0043016091968684,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,0.7419373447293773,See ASN/DN Tag,See ASN/DN Tag,20.393579772882017
Vietnam,Direct Drop,EXW,Air,2007-03-14,2007-03-14,ARV,Adult,Aurobindo Pharma Limited,Efavirenz,Generic,600mg,Tablet,3.4657359027997265,10.553257393126504,13.371606551006366,2.9311937524164198,0.9400072584914712,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,0.7419373447293773,See ASN/DN Tag,See ASN/DN Tag,23.428715777207348
Vietnam,Direct Drop,CIP,Air,2007-04-16,2007-04-16,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,4.804021044733257,7.186901020411631,12.382897456190419,5.208502062225673,1.2556160374777743,ABBVIE (Abbott) Logis. UK,Yes,5.723585101952381,9.50711498173885,0.7419373447293773,Normal Measurement,Normal Measurement,22.631949782658644
Zimbabwe,Direct Drop,CIP,Air,2007-03-19,2007-03-19,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,Videx,50mg,Chewable/dispersible tablet,4.127134385045092,4.02535169073515,6.244166900663736,2.4423470353692043,0.7701082216960737,"BMS Meymac, France",Yes,8.139277481362894,9.315171881471608,0.7419373447293773,Weight Captured Separately,Freight Included in Commodity Cost,16.30127612686472
Tanzania,Direct Drop,EXW,Air,2007-03-23,2007-03-23,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit",Capillus,300mg,Test kit,4.624972813284271,6.553933404025811,11.485574822947429,4.948759890378168,1.2208299213923588,"Trinity Biotech, Plc",Yes,6.194405391104672,8.044331080602019,0.7419373447293773,Normal Measurement,Normal Measurement,20.271843248278824
Guyana,Direct Drop,EXW,Air,2007-04-30,2007-04-30,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,10mg/ml,Test kit,3.091042453358316,6.90975328164481,10.37355367982882,3.5263605246161616,1.2809338454620642,"Trinity Biotech, Plc",Yes,5.82600010738045,8.564548040299044,0.7419373447293773,Normal Measurement,Normal Measurement,19.68003906485724
Guyana,Direct Drop,EXW,Air,2007-08-07,2007-08-07,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,150/300mg,Test kit,3.091042453358316,7.31455283232408,10.778997955688663,3.5263605246161616,1.2809338454620642,"Trinity Biotech, Plc",Yes,6.248042874508429,9.057049322560806,4.366912996863833,Normal Measurement,Normal Measurement,24.2029602751133
Guyana,Direct Drop,EXW,Air,2007-08-09,2007-08-21,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,300mg,Test kit,4.624972813284271,5.71042701737487,9.980402296304254,4.303929948937459,1.000631880307906,Inverness Japan,Yes,4.2626798770413155,7.244655995221417,3.5989547465859495,Normal Measurement,Normal Measurement,20.82401303811162
Côte d'Ivoire,Direct Drop,CIP,Air,2007-08-24,2007-08-24,ARV,Pediatric,BRISTOL-MYERS SQUIBB,Didanosine,Videx,50mg,Chewable/dispersible tablet,4.127134385045092,7.364547014255642,9.614704874640314,2.4423470353692043,0.7701082216960737,"BMS Meymac, France",Yes,5.739792912179234,9.315171881471608,3.256942025674657,Normal Measurement,Freight Included in Commodity Cost,22.18681878178658
Côte d'Ivoire,Direct Drop,EXW,Air,2007-10-23,2007-10-23,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,600/300/300mg,Test kit,3.4657359027997265,7.601901959875166,10.757945432978323,3.2386784521643803,1.0224509277025458,"Standard Diagnostics, Korea",Yes,6.62273632394984,8.982648994961766,4.3463994570307305,Normal Measurement,Normal Measurement,24.08699388497082
Rwanda,Direct Drop,EXW,Air,2007-11-19,2007-11-19,HRDT,HIV test,Premier Medical Corporation Ltd.,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,10mg/ml,Test kit,3.4657359027997265,7.2456550675945355,10.047674472848625,2.917770732084279,0.9360933591703348,Premier Med. Corp Ltd. India,Yes,6.008813185442595,8.193939207497039,3.6625354787743345,Normal Measurement,Normal Measurement,21.90414915912
South Africa,Direct Drop,DDP,Air,2008-01-29,2008-01-29,ARV,Adult,"JSI R&T INSTITUTE, INC.",Efavirenz,Stocrin/Sustiva,600mg,Tablet,3.4657359027997265,6.400257445308821,9.472550778454295,3.1637858585502405,1.000631880307906,"MSD Midrand, J'burg, SA",No,8.139277481362894,9.315171881471608,3.126321843257593,Weight Captured Separately,Freight Included in Commodity Cost,21.914044503183497
South Africa,Direct Drop,DDP,Air,2008-01-29,2008-01-29,ARV,Adult,"JSI R&T INSTITUTE, INC.",Lopinavir/Ritonavir,Kaletra,133.3/33.3mg,Capsule,5.204006687076795,5.996452088619021,9.86817120740856,3.917209532115446,0.8197798314933114,ABBVIE (Abbott) Logis. UK,No,8.139277481362894,9.315171881471608,3.4931686602009657,Weight Captured Separately,Freight Included in Commodity Cost,22.676511749081133
South Africa,Direct Drop,DDP,Air Charter,2008-01-29,2008-01-29,ARV,Adult,"JSI R&T INSTITUTE, INC.",Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,3.4657359027997265,4.624972813284271,7.700747794511798,3.1813816204406202,1.007957920399979,"BMS Meymac, France",No,8.139277481362894,9.315171881471608,1.7101878155342434,Weight Captured Separately,Freight Included in Commodity Cost,18.72610749151765
Vietnam,Direct Drop,FCA,Air,2008-03-06,2008-03-06,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,4.804021044733257,6.90975328164481,11.316934911648524,4.4331949212482815,0.9858167945227654,ABBVIE Ludwigshafen Germany,Yes,5.5254529391317835,8.046523740560481,4.89425127935358,Normal Measurement,Normal Measurement,24.257709931562584
Rwanda,Direct Drop,EXW,Air,2008-01-31,2008-01-28,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,150/300mg,Test kit,4.624972813284271,7.31455283232408,11.589766128490892,4.303929948937459,1.000631880307906,Inverness Japan,Yes,5.834810737062605,9.157138942466698,5.163528040199398,Normal Measurement,Normal Measurement,25.910433111156987
Vietnam,Direct Drop,EXW,Air,2008-02-01,2008-02-01,ARV,Adult,Aurobindo Pharma Limited,Stavudine,Generic,15mg,Capsule,4.127134385045092,6.400257445308821,6.804614520062624,1.252762968495368,0.7030975114131134,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,1.235471471385307,See ASN/DN Tag,See ASN/DN Tag,17.355257872919537
South Africa,Direct Drop,DDP,Air,2008-01-21,2008-01-04,ARV,Adult,"JSI R&T INSTITUTE, INC.",Stavudine,Zerit,40mg,Capsule,4.127134385045092,5.308267697401205,7.045776576879511,2.0451088625993306,0.7419373447293773,"BMS Meymac, France",No,8.139277481362894,9.315171881471608,1.3428648031925547,Weight Captured Separately,Freight Included in Commodity Cost,17.703813261543672
Botswana,Direct Drop,EXW,Air,2008-04-03,2008-04-03,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,30/50/60mg,Test kit,3.091042453358316,6.113682179832232,9.575122364808813,3.5263605246161616,1.2809338454620642,"Trinity Biotech, Plc",Yes,5.056245805348308,7.394542276262218,3.2204745462318978,Normal Measurement,Normal Measurement,20.19013918730293
Nigeria,Direct Drop,EXW,Air,2008-09-19,2008-06-20,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,200mg,Test kit,3.091042453358316,8.89604050162011,12.191613615752553,3.367295829986474,1.208960345836975,Chembio Diagnostics Sys. Inc.,Yes,7.647308832356238,9.682774794448779,5.760162808092309,Normal Measurement,Normal Measurement,27.634551218293645
Benin,Direct Drop,EXW,Air,2008-03-10,2008-03-04,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets",Determine,150/200/30mg,Test kit,4.624972813284271,7.271008538280992,11.54616331644565,4.303929948937459,1.000631880307906,Inverness Japan,Yes,5.796057750765372,8.808295906792592,5.120386158055375,Normal Measurement,Normal Measurement,25.47484538129362
Côte d'Ivoire,Direct Drop,EXW,Air,2009-03-19,2009-03-19,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,200mg,Test kit,3.295836866004329,6.493753839851686,9.486607541612665,3.091042453358316,1.0296194171811581,"Standard Diagnostics, Korea",Yes,5.337538079701318,7.766471981248309,3.326114575537799,Normal Measurement,Normal Measurement,20.579194098398773
Uganda,Direct Drop,EXW,Air,2008-06-02,2008-06-02,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,60mg,Test kit,3.091042453358316,7.152268856032539,10.44659641922227,3.367295829986474,1.208960345836975,Chembio Diagnostics Sys. Inc.,Yes,6.184148890937483,8.341858370441843,4.0444537926086355,Normal Measurement,Normal Measurement,22.83290858227275
Côte d'Ivoire,Direct Drop,EXW,Air,2008-05-30,2008-05-30,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"HIV, Genie II HIV-1/HIV-2 Kit",Genie,150/30mg,Test kit,3.7376696182833684,5.808142489980444,10.132931216398818,4.356708826689592,1.3609765531356006,Bio-Rad Laboratories,Yes,5.908082938168931,8.976891401772509,3.7436043538031827,Normal Measurement,Normal Measurement,22.85342697197451
South Africa,Direct Drop,DDP,Truck,2008-04-24,2008-02-29,ARV,Adult,S. BUYS WHOLESALER,Zidovudine,Retrovir,300mg,Tablet,4.127134385045092,6.90975328164481,9.705158557596356,2.91235066461494,0.8197798314933114,GSK Aranda,No,8.139277481362894,9.315171881471608,3.3407394126250414,Weight Captured Separately,Freight Included in Commodity Cost,22.361069851693003
South Africa,Direct Drop,DDP,Truck,2008-04-24,2008-04-24,ARV,Adult,S. BUYS WHOLESALER,Lamivudine,Epivir,150mg,Tablet,4.127134385045092,8.007034012193408,9.702105493003431,2.0082140323914683,0.7371640659767196,GSK Cape Town Factory (South Africa),No,8.139277481362894,9.315171881471608,3.3379025312898416,Weight Captured Separately,Freight Included in Commodity Cost,22.35517990576488
South Africa,Direct Drop,DDP,Truck,2008-04-24,2008-04-24,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Zerit,20mg,Capsule,4.127134385045092,5.308267697401205,6.887552571664617,1.9300710850255671,0.7323678937132266,"BMS Meymac, France",No,8.139277481362894,9.315171881471608,1.269760544863939,Weight Captured Separately,Freight Included in Commodity Cost,17.472484998000166
South Africa,Direct Drop,DDP,Truck,2008-04-24,2008-04-24,ARV,Adult,S. BUYS WHOLESALER,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,3.4657359027997265,3.091042453358316,6.586723226848802,3.6420498667571386,1.1662709371419244,"Aspen-OSD, Port Elizabeth, SA",No,8.139277481362894,9.315171881471608,1.1505720275988207,Weight Captured Separately,Freight Included in Commodity Cost,17.05246713591923
Vietnam,Direct Drop,EXW,Air,2008-07-14,2008-07-14,ARV,Adult,Aurobindo Pharma Limited,Abacavir,Generic,300mg,Tablet,4.127134385045092,6.218600119691729,9.433643910491758,3.295836866004329,0.883767540168595,"Aurobindo Unit III, India",Yes,4.836281906951478,8.560174133730635,3.091042453358316,Normal Measurement,Normal Measurement,21.08486049758071
